5	458
64	208
48	83
80	125
24	83
64	166
8	166
8	208
9	83
1	125
8	166
5	83
17	458
1	41
8	83
4	41
1	41
8	83
4	41
1	41
8	83
5	41
1	83
8	41
5	41
1	41
8	41
5	41
20	41
3	41
1	41
8	41
5	41
3	83
20	83
48	41
48	83
8	41
12	41
8	41
12	125
1	0
8	83
4	41
1	41
8	83
4	41
64	83
64	83
88	83
10	83
1	41
8	83
4	41
1	41
8	41
6	41
1	41
8	83
4	41
20	41
18	41
18	41
36	41
32	41
1	41
8	41
35	83
36	41
1	83
8	41
4	0
1	41
8	41
4	41
1	41
8	41
4	0
1	41
8	41
4	41
20	41
12	41
24	41
15	41
20	0
12	0
24	41
15	0
20	41
20	41
1	41
8	41
16	41
32	41
29	41
1	41
8	41
4	41
1	41
8	41
4	41
20	41
1	41
8	41
16	41
32	41
18	41
20	41
1	41
8	83
16	41
17	41
20	41
1	41
8	83
16	41
20	41
20	41
18	41
18	41
36	41
32	41
32	41
64	83
49	41
1	83
8	41
5	41
1	41
8	0
5	41
1	41
8	41
5	0
1	41
8	0
5	0
1	0
8	83
5	41
1	83
8	41
5	41
1	41
8	41
5	0
1	41
8	41
5	0
1	41
8	83
5	0
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	0
1	0
8	83
5	41
1	41
8	83
5	41
1	0
8	41
5	41
1	0
8	41
5	41
1	41
8	41
5	0
1	0
8	41
5	0
1	41
8	83
5	41
1	41
8	41
5	0
1	41
8	0
5	41
11	41
3	83
11	41
2	0
18	41
11	41
11	41
11	41
11	125
64	41
200	41
72	41
64	41
20	0
1	41
8	0
4	41
1	41
8	83
6	0
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	0
5	41
1	0
8	41
5	41
1	0
8	41
5	0
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	41
5	0
1	41
8	83
5	41
1	0
8	0
6	41
1	41
8	41
5	41
1	41
8	41
5	41
1	0
8	83
5	0
1	0
8	41
5	41
1	41
8	41
5	41
11	41
3	41
11	41
11	41
64	0
64	41
64	0
64	41
832	83
64	41
64	41
64	41
32	41
48	41
96	83
768	416
1096	166
11600	83
1120	125
40	0
32	83
40	83
24	41
32	41
24	41
32	41
200	125
200	41
24	41
32	41
24	0
32	41
14	41
14	83
14	41
14	0
365	41
6	41
5	41
128	41
3	41
1	41
200	41
32	83
304	166
32	83
304	41
304	83
304	83
304	41
64	83
304	83
304	83
304	83
304	41
128	83
304	41
304	41
304	0
304	83
304	83
304	83
304	83
304	83
256	83
304	83
304	41
304	83
304	83
304	83
304	41
304	41
304	83
304	83
304	41
304	83
304	83
304	83
200	83
200	41
24	41
24	41
32	41
14	41
14	41
14	41
14	41
365	0
8	41
8	0
8	41
10	83
9	41
9	41
128	0
128	41
5	0
192	0
4	41
2	83
128	41
3	41
11	41
200	125
304	166
304	125
304	125
512	83
304	41
304	83
304	83
304	83
304	83
304	0
304	83
304	41
304	41
304	83
304	0
304	0
304	83
304	41
304	41
304	41
304	83
304	41
304	41
304	41
304	41
304	41
304	41
304	83
304	41
304	41
304	41
200	0
200	41
24	41
64	0
24	0
32	41
14	0
14	41
14	41
14	41
365	41
4	0
4	41
4	41
10	41
9	41
9	83
128	41
128	41
6	41
2	0
128	41
5	83
3	41
11	83
200	41
304	41
304	83
304	41
304	41
304	83
1024	166
304	1583
304	83
304	83
304	41
304	0
304	41
304	41
304	0
304	41
304	41
304	83
304	41
304	0
304	41
304	41
304	83
304	83
304	41
304	41
304	41
304	41
304	41
304	83
304	0
304	0
88	41
32	83
88	83
88	41
352	0
80	41
32	41
80	41
80	41
80	41
80	41
64	83
80	0
80	0
80	41
80	0
128	83
80	0
80	83
80	41
80	41
80	41
80	41
80	41
80	41
256	41
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	0
512	125
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	4166
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
1024	125
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
2048	125
80	41
80	41
80	41
80	0
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	83
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
4096	125
80	41
80	0
80	4666
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	0
80	41
80	0
80	41
80	41
80	0
80	0
80	0
80	41
80	41
80	4291
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
8192	208
80	0
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	0
80	41
